country,site,latitude,longitude,habitat_type,wood_used,wood_origin,N_pc,C_pc,P_pc,Mg_pc,Ca_pc,K_pc,Al_pc,Mn_pc,plot,tag,treatment,deployment_date,harvest_date,date_diff,initial_wt,final_wt,k_value,termite_discovery,fungal_damage,termite_damage
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS01,01CA,C,10/11/2017,2018-11-15T00:00:00Z,400,128.253,124.455,0.027454786,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS01,01CB,C,10/11/2017,2020-01-23T00:00:00Z,834,118.588,73.688,0.208384849,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS01,01TA,T,10/11/2017,2018-11-15T00:00:00Z,400,139.887,102.724,0.281966861,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS01,01TB,T,10/11/2017,2020-01-23T00:00:00Z,834,152.744,109.133,0.147238349,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS02,02CA,C,10/11/2017,2018-11-15T00:00:00Z,400,163.892,155.943,0.04539954,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS02,02CB,C,10/11/2017,2020-01-23T00:00:00Z,834,157.271,98.918,0.203066318,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS02,02TA,T,10/11/2017,2018-11-15T00:00:00Z,400,152.782,147.389,0.032812972,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS02,02TB,T,10/11/2017,2020-01-23T00:00:00Z,834,131.166,92.546,0.152734935,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS03,03CA,C,10/11/2017,2018-11-15T00:00:00Z,400,135.37,121.363,0.099733078,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS03,03CB,C,10/11/2017,2020-01-23T00:00:00Z,834,142.913,98.918,0.161138829,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS03,03TA,T,10/11/2017,2018-11-15T00:00:00Z,400,150.475,148.092,0.014577222,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS03,03TB,T,10/11/2017,2020-01-23T00:00:00Z,834,164.067,136.93,0.079183422,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS04,04CA,C,10/11/2017,2018-11-15T00:00:00Z,400,142.169,130.578,0.077658633,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS04,04CB,C,10/11/2017,2020-01-23T00:00:00Z,834,160.061,132.391,0.083120677,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS04,04TA,T,10/11/2017,2018-11-15T00:00:00Z,400,138.065,130.433,0.051929002,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS04,04TB,T,10/11/2017,2020-01-23T00:00:00Z,834,143.838,103.13,0.14570454,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS05,05CA,C,10/11/2017,2018-11-15T00:00:00Z,400,138.499,114.442,0.174222039,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS05,05CB,C,10/11/2017,2020-01-23T00:00:00Z,834,145.082,76.843,0.278335026,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS05,05TA,T,10/11/2017,2018-11-15T00:00:00Z,400,137.824,128.621,0.063105168,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS06,06CA,C,10/11/2017,2018-11-15T00:00:00Z,400,145.002,134.906,0.065903601,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS06,06CB,C,10/11/2017,2020-01-23T00:00:00Z,834,139.689,101.216,0.141090932,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS06,06TA,T,10/11/2017,2018-11-15T00:00:00Z,400,177.018,174.551,0.012814792,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS06,06TB,T,10/11/2017,2020-01-23T00:00:00Z,834,145.165,78.275,0.270497458,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS07,07CA,C,10/11/2017,2018-11-15T00:00:00Z,400,138.289,130.031,0.056217914,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS07,07TA,T,10/11/2017,2018-11-15T00:00:00Z,400,134.761,126.445,0.058159221,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS07,07TB,T,10/11/2017,2020-01-23T00:00:00Z,834,136.633,48.789,0.451000158,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS08,08CA,C,10/11/2017,2018-11-15T00:00:00Z,400,130.887,128.048,0.02002478,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS08,08CB,C,10/11/2017,2020-01-23T00:00:00Z,834,135.142,57.804,0.371935551,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS08,08TA,T,10/11/2017,2018-11-15T00:00:00Z,400,128.781,93.379,0.29352004,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS08,08TB,T,10/11/2017,2020-01-23T00:00:00Z,834,147.16,130.772,0.05170556,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS09,09CA,C,10/11/2017,2018-11-15T00:00:00Z,400,164.159,161.704,0.013760202,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS09,09CB,C,10/11/2017,2020-01-23T00:00:00Z,834,134.137,50.088,0.431419743,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS09,09TA,T,10/11/2017,2018-11-15T00:00:00Z,400,139.732,123.822,0.110381095,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS09,09TB,T,10/11/2017,2020-01-23T00:00:00Z,834,148.67,90.458,0.21758926,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS10,10CA,C,10/11/2017,2018-11-15T00:00:00Z,400,128.473,115.085,0.100486118,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS10,10CB,C,10/11/2017,2020-01-23T00:00:00Z,834,134.76,108.462,0.095077906,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS10,10TA,T,10/11/2017,2018-11-15T00:00:00Z,400,133.371,130.341,0.020984547,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS10,10TB,T,10/11/2017,2020-01-23T00:00:00Z,834,134.377,63.061,0.331326763,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS11,11CA,C,10/11/2017,2018-11-15T00:00:00Z,400,134.161,120.147,0.100741787,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS11,11CB,C,10/11/2017,2020-01-23T00:00:00Z,834,144.991,69.175,0.324096208,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS11,11TA,T,10/11/2017,2018-11-15T00:00:00Z,400,140.49,126.875,0.093077387,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS11,11TB,T,10/11/2017,2020-01-23T00:00:00Z,834,129.115,64.845,0.301614789,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS12,12CA,C,10/11/2017,2018-11-15T00:00:00Z,400,142.357,137.694,0.030410661,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS12,12CB,C,10/11/2017,2020-01-23T00:00:00Z,834,144.377,78.864,0.264827416,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS12,12TA,T,10/11/2017,2018-11-15T00:00:00Z,400,133.331,116.403,0.123983522,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS12,12TB,T,10/11/2017,2020-01-23T00:00:00Z,834,136.886,108.832,0.100440497,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS13,13CA,C,10/11/2017,2018-11-15T00:00:00Z,400,139.217,133.232,0.040125087,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS13,13CB,C,10/11/2017,2020-01-23T00:00:00Z,834,151.523,78.105,0.290221031,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS13,13TA,T,10/11/2017,2018-11-15T00:00:00Z,400,131.48,120.634,0.078612995,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS14,14CA,C,10/11/2017,2018-11-15T00:00:00Z,400,137.501,132.664,0.032702955,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS14,14CB,C,10/11/2017,2020-01-23T00:00:00Z,834,174.644,134.817,0.113356854,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS14,14TA,T,10/11/2017,2018-11-15T00:00:00Z,400,144.805,92.905,0.405253183,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS14,14TB,T,10/11/2017,2020-01-23T00:00:00Z,834,117.068,113.95,0.011825264,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS15,15CA,C,10/11/2017,2018-11-15T00:00:00Z,400,146.723,117.593,0.20209353,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS15,15CB,C,10/11/2017,2020-01-23T00:00:00Z,834,153.036,100.679,0.183384636,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS15,15TA,T,10/11/2017,2018-11-15T00:00:00Z,400,131.964,119.596,0.08986531,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS15,15TB,T,10/11/2017,2020-01-23T00:00:00Z,834,142.623,71.75,0.300879231,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS16,16CA,C,10/11/2017,2018-11-15T00:00:00Z,400,131.195,124.843,0.045312344,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS16,16CB,C,10/11/2017,2020-01-23T00:00:00Z,834,151.629,124.758,0.085427318,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS16,16TA,T,10/11/2017,2018-11-15T00:00:00Z,400,125.716,116.268,0.071345672,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS16,16TB,T,10/11/2017,2020-01-23T00:00:00Z,834,146.468,105.899,0.142035296,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS17,17CA,T,10/11/2017,2018-11-15T00:00:00Z,400,137.56,130.246,0.049889108,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS17,17CB,C,10/11/2017,2020-01-23T00:00:00Z,834,139.704,89.382,0.195592558,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS17,17TA,C,10/11/2017,2018-11-15T00:00:00Z,400,135.669,132.546,0.021262576,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS17,17TB,T,10/11/2017,2020-01-23T00:00:00Z,834,154.169,60.349,0.410755276,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS18,18CA,C,10/11/2017,2018-11-15T00:00:00Z,400,141.801,136.28,0.036265251,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS18,18CB,C,10/11/2017,2020-01-23T00:00:00Z,834,118.559,61.097,0.290337486,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS18,18TA,T,10/11/2017,2018-11-15T00:00:00Z,400,141.713,135.149,0.043304649,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS19,19CA,C,10/11/2017,2018-11-15T00:00:00Z,400,186.854,179.354,0.037407717,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS19,19CB,C,10/11/2017,2020-01-23T00:00:00Z,834,152.714,72.408,0.326821819,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS19,19TA,T,10/11/2017,2018-11-15T00:00:00Z,400,141.159,138.944,0.014439144,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS19,19TB,T,10/11/2017,2020-01-23T00:00:00Z,834,160.947,129.282,0.095944386,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS20,20CA,C,10/11/2017,2018-11-15T00:00:00Z,400,115.988,43.793,0.889402476,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS20,20CB,C,10/11/2017,2020-01-23T00:00:00Z,834,153.422,52.83,0.466903082,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS20,20TA,T,10/11/2017,2018-11-15T00:00:00Z,400,150.911,121.918,0.194801472,0,NA,NA
Argentina,EntreRios,-32.771,-58.4512,Woody savannah,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS20,20TB,T,10/11/2017,2020-01-23T00:00:00Z,834,130.929,45.439,0.463472589,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS01,01CB,C,5/2/2017,2019-04-30T00:00:00Z,728,118.234,109.188,0.039931107,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS01,01TB,T,5/2/2017,2019-04-30T00:00:00Z,728,188.978,183.39,0.015060833,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS02,02CB,C,5/2/2017,2019-04-30T00:00:00Z,728,176.894,171.154,0.016548861,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS02,02TB,T,5/2/2017,2019-04-30T00:00:00Z,728,141.883,136.932,0.017817963,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS03,03CB,C,5/2/2017,2019-04-30T00:00:00Z,728,134.276,125.411,0.03426814,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS03,03TB,T,5/2/2017,2019-04-30T00:00:00Z,728,141.575,136.399,0.018684572,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS05,05CB,C,5/2/2017,2019-04-30T00:00:00Z,728,134.839,124.548,0.039829606,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS05,05TB,T,5/2/2017,2019-04-30T00:00:00Z,728,142.753,137.089,0.020310763,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS06,06CB,C,5/2/2017,2019-04-30T00:00:00Z,728,169.465,163.953,0.016588822,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS06,06TB,T,5/2/2017,2019-04-30T00:00:00Z,728,180.768,173.58,0.02035863,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS07,07CB,C,5/2/2017,2019-04-30T00:00:00Z,728,138.324,131.297,0.026156546,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS07,07TB,T,5/2/2017,2019-04-30T00:00:00Z,728,157.343,150.064,0.023764353,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS09,09CB,C,5/2/2017,2019-04-30T00:00:00Z,728,140.169,135.264,0.017869901,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS09,09TB,T,5/2/2017,2019-04-30T00:00:00Z,728,130.584,127.158,0.013337322,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS10,10CB,C,5/2/2017,2019-04-30T00:00:00Z,728,140.178,129.536,0.039609864,0,NA,NA
Argentina,MELIQUINA(PP),-40.4412,-71.2322,40 years Pinus ponderosa plantation,Pinus_radiata,Argentina,0.250763075,46.55399619,0.007370425,0.109125231,0.263471559,0.153329514,0.006372809,1.05E-04,BS10,10TB,T,5/2/2017,2019-04-30T00:00:00Z,728,132.689,90.847,0.190066094,0,NA,NA
